1.7864757118264372	4.439292876956985	4.577464788732394	3.0
2.451742152460852	4.055839966636285	3.6538461538461537	3.75
2.5069299312105984	4.236279479509605	3.4615384615384617	4.0
4.999999999999858	4.175301623434302	1.0	2.0
1.593012596435805	3.0680608501742284	4.752577319587629	1.0
1.5408075764704847	1.6660048597641053	4.918918918918919	1.0
1.9692756829881546	4.24977667679336	4.333333333333334	1.25
2.366718771741	4.491088916261673	4.119402985074627	1.5
4.999999999999915	4.0837842688406525	1.0	2.0
1.632562111884353	3.2978502584677205	4.769230769230769	1.0
1.3477750532598896	2.0465964755452513	4.820224719101123	1.0
2.544065888053839	4.24269232856764	4.352941176470589	1.5
1.9631770125389085	4.21714276267053	4.1	1.75
2.5060854928864744	4.394291845912533	4.121951219512195	1.75
4.999999999999875	3.849359610664418	1.0	2.0
1.3059477142708404	3.7957032965884463	4.696969696969697	1.0
1.3420339471827647	1.1271525061052339	4.897435897435898	1.0
2.4087571992108967	3.758966870684744	3.666666666666667	4.5
1.7690028912444857	4.09220639585846	4.311475409836065	4.0
4.999999999999899	3.7615791043758593	1.0	2.0
1.7344231575182394	2.1567401150375027	4.877551020408164	1.0
1.9650687829796118	3.572605539749955	4.3	1.0
2.292207889621037	3.4278510594952714	4.1466666666666665	3.0
4.999999999999842	3.5416580797588315	1.0	2.0
1.4142059810919343	4.262779051525522	4.763636363636364	1.0
1.5596534040410508	2.0154703200580855	4.866666666666667	1.0
1.9912983185579471	4.266825970246313	3.853333333333333	3.5
2.0471557978757016	4.0764908434376945	4.142857142857142	1.75
4.9999999999998215	3.90448074524639	1.0	2.0
1.4627291096050685	1.6939382797131328	4.848484848484849	1.0
2.8244334309072534	3.6695179324611042	3.2666666666666666	1.75
2.4941317836209755	3.864293314893901	4.2444444444444445	1.5
2.3910144744982835	3.5442097470514535	3.8510638297872344	1.5
4.999999999999847	3.802824083135211	1.0	2.0
1.625187063203033	3.6739746838117004	4.826086956521739	1.0
1.9364545337043797	2.351254569547035	4.767441860465116	1.0
1.866070406619309	3.313432417088878	4.325301204819278	1.5
2.386155866240145	3.702874999533749	4.048387096774194	2.0
2.354651815800361	3.962436485759799	4.079646017699115	2.5
4.9999999999998925	3.8589981374724536	1.0	2.0
1.5037500052891468	2.093153570621239	4.855421686746988	1.0
2.373359217061438	3.432642994158506	3.9859154929577465	1.5
1.9323068490887918	3.721509556916048	4.076923076923077	1.0
2.097909229115364	3.7885372083452467	4.28	1.0
4.999999999999887	3.450872987695259	1.0	2.0
1.630366597675636	4.195996373943887	4.71875	1.0
1.5624538250723903	2.089670264093256	4.864406779661017	1.0
2.0875306549887727	4.125371570853927	4.238095238095238	1.5
1.9750924095984557	3.6485518641826578	4.3164556962025316	1.0
2.1121098020915627	3.7811516038382402	3.948717948717949	1.75
4.999999999999886	4.038150195829508	1.0	2.0
1.7607512419170632	3.6860857969074967	4.662921348314606	1.0
1.6478012408427607	2.5556095373415295	4.898305084745763	1.0
3.371062517269669	3.891746290655856	2.791666666666667	2.0
2.825476465695895	4.386730598849896	3.7037037037037037	2.0
2.4496649654027465	3.9601162510467858	4.1923076923076925	2.0
4.999999999999778	4.028115722346444	1.0	2.0
1.772213674078654	3.607027442893672	4.666666666666667	1.0
1.6997375917229407	2.158160175497787	4.872340425531915	1.0
3.2145112474125614	4.293574356905796	3.1538461538461537	4.0
2.1313133746208344	3.663212182522357	4.192982456140351	1.5
2.5983289499418905	3.9305895901305625	3.8627450980392153	1.75
4.99999999999994	4.265214805564442	1.0	2.0
1.7384831113008934	3.8782237342702937	4.757575757575758	1.0
1.6277058981423456	2.45205626061997	4.708333333333333	1.0
1.5567307905829872	3.716633223222718	4.39622641509434	1.0
2.1110590093235935	3.553594091949715	4.1063829787234045	1.0
2.127915929802249	3.5052230578593386	4.0606060606060606	1.0
4.999999999999924	3.747863523370708	1.0	2.0
1.5339236515386587	3.6985027456951967	4.8	1.0
1.2978595685975933	1.8027549241866874	4.934782608695652	1.0
2.6553055763663993	3.5691323276217206	3.7058823529411766	1.5
2.625677680585702	3.853222466622959	4.237113402061856	1.0
2.654026069707061	4.399348007644317	4.25531914893617	1.0
